Date,ServerID,CPU_Usage,RAM_Usage,Internal_Temperature,External_Temperature,Energy_Usage,FanStatus,Failure_Probability,Comments
2025-01-01 00:00:00,Server_2,0.12561680313813353,-0.0015870786555915403,0.2987442117563069,0.5934301127259481,0.2729535385016362,1,0.76,Major failure
2025-01-01 00:05:00,Server_6,-0.9267910308177478,0.5482588813785284,-2.1213547560667925,0.17542250147896946,-0.7542498545125994,1,0.16,No issues
2025-01-01 00:10:00,Server_7,-0.29690641617707525,0.7837608754341101,0.17468958717759153,-2.0858967222912703,-0.7542498545125994,1,0.02,Minor issues
2025-01-01 00:15:00,Server_5,1.1006703861732312,0.9178946198744635,2.013799396557043,0.08162567163818386,1.883568567354052,1,0.03,No issues
2025-01-01 00:20:00,Server_9,-0.8630875300594546,-0.8596334743885381,1.2953163625386515,1.0787267540760985,-0.7542498545125994,-1,0.17,No issues
2025-01-01 00:25:00,Server_9,0.24782351887853252,-0.09681179799110942,1.3294313842977978,0.18153968603380352,0.2746156799142791,1,0.62,Minor issues
2025-01-01 00:30:00,Server_7,0.9206104911727492,0.314804730749516,0.44864354978892124,1.5313984111338026,1.5062624666837732,1,0.68,Major failure
2025-01-01 00:35:00,Server_6,-0.18380020054500384,-0.7797675807522971,0.8673279077420843,0.48739891377549516,-0.46503724871247604,1,0.41,No issues
2025-01-01 00:40:00,Server_8,-0.7720825289761789,0.6967275298048724,-0.10546710666267267,0.21008654728969486,-0.7542498545125994,1,0.18,Minor issues
2025-01-01 00:45:00,Server_4,1.2183268518594663,-0.7377867905076068,0.5261776901506181,0.6158597894270054,-0.14091967324681903,1,0.01,Major failure
2025-01-01 00:50:00,Server_8,-0.22865266536461817,1.4288315548037471,2.1585297918988777,-0.1997648178841722,-0.7542498545125994,1,0.5,No issues
2025-01-01 00:55:00,Server_9,-0.49451727567218823,-0.868848769808104,0.7515435914686179,0.46089111403788136,-0.7542498545125994,1,0.38,Major failure
2025-01-01 01:00:00,Server_8,-1.0015451388504386,-0.7582652247733092,-0.13648076280735114,-1.8514046476893071,-0.7542498545125994,1,0.93,Major failure
2025-01-01 01:05:00,Server_10,-0.13114730706110844,-0.4848781273261769,0.08888513851064714,0.5098285904765524,-0.4467536931733878,-1,0.55,No issues
2025-01-01 01:10:00,Server_6,0.9147601696745393,-0.5227632307177276,-0.9852211526333935,0.3936020839347095,0.2779399627395672,1,0.58,Minor issues
